type,filename,dokid,datokode,tittel,korttittel,departement,etat,rettsomraade,i_kraft,siste_endring_i_kraft,sist_endret_ved,publisert_i,gjelder_for,siste_rettelse,refid,url
lov,nl-20220318-012.xml,NL/lov/2022-03-18-12,LOV-2022-03-18-12,Lov om pengespill (pengespilloven),Pengespilloven,Kultur- og likestillingsdepartementet,,"Kultur, idrett og underholdning > Lotteri. Pengespill. Innsamlinger",2023-01-01,2025-01-01,lov/2024-12-06-74 fra 2025-01-01,,,,lov/2022-03-18-12,https://lovdata.no/lov/2022-03-18-12
lov,nl-20220325-013.xml,NL/lov/2022-03-25-13,LOV-2022-03-25-13,Lov om endringer i barnevernloven mv. (tverrfaglig helsekartlegging),Endringslov til barnevernloven mv.,Barne- og familiedepartementet,,"Familie-, person- og barnerett > Barnevern","2022-03-25, 2022-06-01, Kongen bestemmer",2022-06-17,lov/2022-06-17-45,,,,lov/2022-03-25-13,https://lovdata.no/lov/2022-03-25-13
lov,nl-20220325-015.xml,NL/lov/2022-03-25-15,LOV-2022-03-25-15,Lov om endringer i utlendingsloven (partsbegrepet mv. i utlendingssaker),Endringslov til utlendingsloven,Justis- og beredskapsdepartementet,,Utlendingsrett > Saksbehandlingsregler,Kongen bestemmer,,,,,,lov/2022-03-25-15,https://lovdata.no/lov/2022-03-25-15
lov,nl-20220512-028.xml,NL/lov/2022-05-12-28,LOV-2022-05-12-28,Lov om advokater og andre som yter rettslig bistand (advokatloven),Advokatloven,Justis- og beredskapsdepartementet,,"Sivil- og straffeprosess > Advokatrett, rettshjelp","2025-01-01, Kongen bestemmer",2024-06-21,lov/2024-06-21-46,,,,lov/2022-05-12-28,https://lovdata.no/lov/2022-05-12-28
lov,nl-20220610-036.xml,NL/lov/2022-06-10-36,LOV-2022-06-10-36,Lov om gjennomføring av tilleggsavtale mellom Norge og USA om forsvarssamarbeid av 16. april 2021 (forsvarssamarbeidsloven) mv.,Forsvarssamarbeidsloven,Forsvarsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret Internasjonal rett > Konvensjoner. Overenskomster",2022-06-10,,,,,,lov/2022-06-10-36,https://lovdata.no/lov/2022-06-10-36
lov,nl-20220617-044.xml,NL/lov/2022-06-17-44,LOV-2022-06-17-44,"Lov om forskriftshjemmel for behandling av personopplysninger for frivillige tiltak på barne-, oppvekst- og familieområdet mv.","Lov om forskriftshjemmel, personopplysninger",Barne- og familiedepartementet,,"Familie-, person- og barnerett > Barn og foreldre Familie-, person- og barnerett > Barnevern Familie-, person- og barnerett > Personrett. Personvern IKT- og medierett > Personopplysninger","2022-06-17, 2023-01-01",,,,,,lov/2022-06-17-44,https://lovdata.no/lov/2022-06-17-44
lov,nl-20220617-049.xml,NL/lov/2022-06-17-49,LOV-2022-06-17-49,Lov om informasjonstilgang for Riksrevisjonen ved undersøkelser av saker som gjelder stortingsrepresentantenes økonomiske ordninger,Lov om informasjonstilgang for Riksrevisjonen,Finansdepartementet,,"Bank, finans og regnskapsrett > Revisjon Stats-, statsforfatnings- og statsborgerrett > Stortinget Sivil- og straffeprosess > Straffeprosess/straffeprosessloven > Bevisførsel","2022-06-17, 2022-12-31",2025-06-20,lov/2025-06-20-55,,,,lov/2022-06-17-49,https://lovdata.no/lov/2022-06-17-49
lov,nl-20220617-056.xml,NL/lov/2022-06-17-56,LOV-2022-06-17-56,Lov om levering av digitale ytelser til forbrukere (digitalytelsesloven),Digitalytelsesloven,Justis- og beredskapsdepartementet,,Forvaltnings- og kommunalrett Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner IKT- og medierett > Elektronisk handel. E-signatur IKT- og medierett > Personopplysninger,2023-01-01,2023-10-01,lov/2023-06-16-38 fra 2023-10-01,,,,lov/2022-06-17-56,https://lovdata.no/lov/2022-06-17-56
lov,nl-20220617-057.xml,NL/lov/2022-06-17-57,LOV-2022-06-17-57,Lov om erstatning fra staten til voldsutsatte (voldserstatningsloven),Voldserstatningsloven,Justis- og beredskapsdepartementet,,Erstatnings- og forsikringsrett > Person- og pasientskadeerstatning Erstatnings- og forsikringsrett > Skadeserstatning,2023-01-01,2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,,lov/2022-06-17-57,https://lovdata.no/lov/2022-06-17-57
lov,nl-20221216-090.xml,NL/lov/2022-12-16-90,LOV-2022-12-16-90,Lov om regnskapsførere (regnskapsførerloven),Regnskapsførerloven,Finansdepartementet,,"Bank, finans og regnskapsrett > Regnskap",2023-01-01,2025-07-01,lov/2025-06-20-47 fra 2025-07-01,,,,lov/2022-12-16-90,https://lovdata.no/lov/2022-12-16-90
lov,nl-20221216-091.xml,NL/lov/2022-12-16-91,LOV-2022-12-16-91,Lov om låneformidling (låneformidlingsloven),Låneformidlingsloven,Finansdepartementet,,"Bank, finans og regnskapsrett > Banker Bank, finans og regnskapsrett > Betalingsformidling Bank, finans og regnskapsrett > Børs- og verdipapir Bank, finans og regnskapsrett > Forsikring Bank, finans og regnskapsrett > Revisjon EU/EØS-rett > Finansielle tjenester Strafferett > Vinning > Hvitvasking",2023-07-01,,,,,2023-06-15 (EØS-informasjon),lov/2022-12-16-91,https://lovdata.no/lov/2022-12-16-91
lov,nl-20221220-118.xml,NL/lov/2022-12-20-118,LOV-2022-12-20-118,"Lov om informasjonstilgang m.m. for Koronautvalget, og endringer i voldserstatningsloven (ny forskriftshjemmel)",Lov om informasjonstilgang m.m. for Koronautvalget mv.,Justis- og beredskapsdepartementet,,"Erstatnings- og forsikringsrett > Person- og pasientskadeerstatning Forvaltnings- og kommunalrett > Offentlig forvaltning HMS og beredskaps- og sikkerhetsrett IKT- og medierett > Personopplysninger Kultur, idrett og underholdning > Arkiv",2022-12-20,2026-01-01,lov/2025-06-20-96 fra 2026-01-01,,,,lov/2022-12-20-118,https://lovdata.no/lov/2022-12-20-118
lov,nl-20221220-120.xml,NL/lov/2022-12-20-120,LOV-2022-12-20-120,Lov om endringer i utlendingsloven (visitasjon og undersøkelse i forbindelse med registrering av søknad om beskyttelse mv.),Endringslov til utlendingsloven,Justis- og beredskapsdepartementet,,Utlendingsrett,Kongen bestemmer,,,,,,lov/2022-12-20-120,https://lovdata.no/lov/2022-12-20-120
lov,nl-20221220-121.xml,NL/lov/2022-12-20-121,LOV-2022-12-20-121,Lov om kommunenes ansvar på det boligsosiale feltet [boligsosialloven],Boligsosialloven,Kommunal- og distriktsdepartementet,,Pensjons- og trygderett > Utenfor folketrygdloven > Sosiale tjenester Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner,2023-07-01,,,,,2024-02-14 (korttittel),lov/2022-12-20-121,https://lovdata.no/lov/2022-12-20-121
lov,nl-20221220-097.xml,NL/lov/2022-12-20-97,LOV-2022-12-20-97,Lov om informasjonstilgang m.m. for Ekstremismekommisjonen,Lov om informasjonstilgang m.m. for Ekstremismekommisjonen,Arbeids- og inkluderingsdepartementet,,"Forvaltnings- og kommunalrett > Offentlig forvaltning HMS og beredskaps- og sikkerhetsrett IKT- og medierett > Personopplysninger Kultur, idrett og underholdning > Arkiv",2022-12-20,2026-01-01,lov/2025-06-20-96 fra 2026-01-01,,,,lov/2022-12-20-97,https://lovdata.no/lov/2022-12-20-97
lov,nl-20230602-022.xml,NL/lov/2023-06-02-22,LOV-2023-06-02-22,"Lov om endringar i lov om interkommunale selskaper (møteoffentlegheit, økonomiforvaltning m.m.)",Endringslov til lov om interkommunale selskaper,Kommunal- og distriktsdepartementet,,"Selskaper, fond og foreninger Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner","2023-07-01, 2024-01-01, Kongen bestemmer",,,,,,lov/2023-06-02-22,https://lovdata.no/lov/2023-06-02-22
lov,nl-20230609-026.xml,NL/lov/2023-06-09-26,LOV-2023-06-09-26,Lov om informasjonstilgang m.m. for det uavhengige utvalget som skal granske straffesaken mot Viggo Kristiansen i Baneheia-saken og foreta en gjennomgang av Kommisjonen for gjenopptakelse av straffesaker (Baneheia-utvalget),Lov om informasjonstilgang m.m. for Baneheia-utvalget,Justis- og beredskapsdepartementet,,IKT- og medierett > Personopplysninger Sivil- og straffeprosess > Straffeprosess/straffeprosessloven > Gjenåpning,2023-06-09,,,,,,lov/2023-06-09-26,https://lovdata.no/lov/2023-06-09-26
lov,nl-20230609-029.xml,NL/lov/2023-06-09-29,LOV-2023-06-09-29,Lov om Digitaliseringsdirektoratets tilgang til taushetsbelagte opplysninger i Folkeregisteret,Lov om Digdirs tilgang til opplysninger i Folkeregisteret,Digitaliserings- og forvaltningsdepartementet,,"Familie-, person- og barnerett > Personrett. Personvern IKT- og medierett > Personopplysninger",2023-06-09,,,,,2024-01-01 (ansvarlig departement),lov/2023-06-09-29,https://lovdata.no/lov/2023-06-09-29
lov,nl-20230609-030.xml,NL/lov/2023-06-09-30,LOV-2023-06-09-30,Lov om grunnskoleopplæringa og den vidaregåande opplæringa (opplæringslova),Opplæringslova,Kunnskapsdepartementet,,"Skoler, universiteter og forskning > Skoler. Privatskoler",2024-08-01,2026-01-01,"lov/2025-06-20-39 fra 2026-01-01, lov/2025-06-20-98 fra 2025-08-01",,,2025-03-04 (nordsamisk versjon tilføyd),lov/2023-06-09-30,https://lovdata.no/lov/2023-06-09-30
lov,nl-20230616-062.xml,NL/lov/2023-06-16-62,LOV-2023-06-16-62,"Lov om valg til Stortinget, fylkesting og kommunestyrer (valgloven)",Valgloven,Kommunal- og distriktsdepartementet,,"Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner Stats-, statsforfatnings- og statsborgerrett > Stortinget Stats-, statsforfatnings- og statsborgerrett > Valg","2024-05-01, Kongen bestemmer",2024-06-21,lov/2024-06-21-51,,,,lov/2023-06-16-62,https://lovdata.no/lov/2023-06-16-62
lov,nl-20230616-064.xml,NL/lov/2023-06-16-64,LOV-2023-06-16-64,Lov om omsetning av bøker (bokloven),Bokloven,Kultur- og likestillingsdepartementet,,"Forbruker-, kjøps- og konkurranserett > Konkurranse IKT- og medierett > Medier","2024-01-01, 2025-01-01, Kongen bestemmer",,,,,,lov/2023-06-16-64,https://lovdata.no/lov/2023-06-16-64
lov,nl-20230620-077.xml,NL/lov/2023-06-20-77,LOV-2023-06-20-77,Lov om endringer i sikkerhetsloven (eierskapskontroll og lovens virkeområde),Endringslov til sikkerhetsloven,Justis- og beredskapsdepartementet,,HMS og beredskaps- og sikkerhetsrett > Samfunnssikkerhet,"2023-07-01, 2024-06-14, Kongen bestemmer",,,,,,lov/2023-06-20-77,https://lovdata.no/lov/2023-06-20-77
lov,nl-20230620-081.xml,NL/lov/2023-06-20-81,LOV-2023-06-20-81,Lov om endringar i lov om Overenskomst om internasjonal jernbanetrafikk (COTIF-lova),Endringslov til COTIF-lova,Samferdselsdepartementet,,Internasjonal rett > Konvensjoner. Overenskomster Transport og kommunikasjoner > Jernbane EU/EØS-rett > Transport,Når endringer i overenskomst trer i kraft,,,,,,lov/2023-06-20-81,https://lovdata.no/lov/2023-06-20-81
lov,nl-20231124-084.xml,NL/lov/2023-11-24-84,LOV-2023-11-24-84,Lov om endringer i forsvarsloven mv. (militær disiplinærmyndighet),Endringslov til forsvarsloven mv. (militær disiplinærmyndighet),Forsvarsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret Sivil- og straffeprosess > Straffeprosess/straffeprosessloven Strafferett > Utenfor straffeloven > Militær strafferett","2024-07-01, Kongen bestemmer",,,,,,lov/2023-11-24-84,https://lovdata.no/lov/2023-11-24-84
lov,nl-20231124-085.xml,NL/lov/2023-11-24-85,LOV-2023-11-24-85,Lov om militær politimyndighet (militærpolitiloven),Militærpolitiloven,Forsvarsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret Strafferett > Utenfor straffeloven > Militær strafferett Forvaltnings- og kommunalrett > Politi",2024-07-01,2025-06-20,lov/2025-06-20-66,,,,lov/2023-11-24-85,https://lovdata.no/lov/2023-11-24-85
lov,nl-20231220-104.xml,NL/lov/2023-12-20-104,LOV-2023-12-20-104,Lov om endringer i lov om Statens pensjonsfond,Endringslov til lov om Statens pensjonsfond,Finansdepartementet,,"Selskaper, fond og foreninger > Fond Energirett > Petroleumsvirksomhet Forurensninger, klima og utslipp > Klimakvoter Skatte- og avgiftsrett > Petroleumsskatt",Kongen bestemmer,,,,,,lov/2023-12-20-104,https://lovdata.no/lov/2023-12-20-104
lov,nl-20231220-107.xml,NL/lov/2023-12-20-107,LOV-2023-12-20-107,Lov om endringer i tobakksskadeloven (strengere regulering av e-sigaretter),Endringslov til tobakksskadeloven,Helse- og omsorgsdepartementet,,Helse- og omsorgsrett Næringsrett > Handel og tjenester,"2023-12-20, 2024-01-01, 2024-07-01, Kongen bestemmer",,,,,,lov/2023-12-20-107,https://lovdata.no/lov/2023-12-20-107
lov,nl-20231220-108.xml,NL/lov/2023-12-20-108,LOV-2023-12-20-108,Lov om digital sikkerhet (digitalsikkerhetsloven),Digitalsikkerhetsloven,Justis- og beredskapsdepartementet,,EU/EØS-rett > Informasjonssamfunnet HMS og beredskaps- og sikkerhetsrett > Samfunnssikkerhet IKT- og medierett,2025-10-01,,,,,,lov/2023-12-20-108,https://lovdata.no/lov/2023-12-20-108
lov,nl-20231220-110.xml,NL/lov/2023-12-20-110,LOV-2023-12-20-110,"Lov om endringer i konfliktrådsloven, straffeloven og straffeprosessloven mv. (strafferettslige reaksjoner for ungdom og varetekt med elektronisk kontroll)","Endringslov til konfliktrådsloven, straffeloven mv",Justis- og beredskapsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Forsvaret Strafferett > Utenfor straffeloven > Militær strafferett Sivil- og straffeprosess > Domstolloven Fast eiendoms rettsforhold > Ekspropriasjon Fast eiendoms rettsforhold > Skjønn Transport og kommunikasjoner > Veitrafikk EU/EØS-rett > Immaterialrett Immaterialrett > Patent Konkurs, gjeld og pant > Pant Sivil- og straffeprosess > Advokatrett, rettshjelp > Rettshjelploven Sivil- og straffeprosess > Straffeprosess/straffeprosessloven Sivil- og straffeprosess > Sivilprosess/tvisteloven > Rettsgebyrloven Fast eiendoms rettsforhold > Tinglysing. Registrering Immaterialrett > Varemerke. Firma Selskaper, fond og foreninger > Aksjeselskaper og allmennaksjeselskaper Bank, finans og regnskapsrett > Forsikring Erstatnings- og forsikringsrett > Ansvarsforsikringer Erstatnings- og forsikringsrett > Livsforsikring Erstatnings- og forsikringsrett > Skadeforsikring Tvangsfullbyrdelse Forvaltnings- og kommunalrett > Politi Pensjons- og trygderett Arbeidsrett > Arbeidsforhold. Sysselsetting Helse- og omsorgsrett > Helseforetak Helse- og omsorgsrett > Helsepersonell Strafferett Sivil- og straffeprosess > Sivilprosess/tvisteloven Utlendingsrett Familie-, person- og barnerett > Personrett. Personvern Forvaltnings- og kommunalrett > Statistikk. Registrering EU/EØS-rett > Schengen Erstatnings- og forsikringsrett > Skadeserstatning Sivil- og straffeprosess > Sivilprosess/tvisteloven > Mekling og avklaring Konkurs, gjeld og pant > Gjeldsforhandling. Konkurs Konkurs, gjeld og pant > Gjeldsordning Sivil- og straffeprosess > Sivilprosess/tvisteloven > Lovens formål og prosessforutsetninger Stats-, statsforfatnings- og statsborgerrett > Grenser Transport og kommunikasjoner > Havner HMS og beredskaps- og sikkerhetsrett > Samfunnssikkerhet Transport og kommunikasjoner > Skipsfart","2024-05-24, 2024-09-01, 2025-08-15, Kongen bestemmer",,,,,,lov/2023-12-20-110,https://lovdata.no/lov/2023-12-20-110
lov,nl-20231220-096.xml,NL/lov/2023-12-20-96,LOV-2023-12-20-96,Lov om oppheving av lov om avgift på utslipp av CO 2 i petroleumsvirksomhet på kontinentalsokkelen,Endringslov til lov om avgift på utslipp av CO 2,Finansdepartementet,,"Energirett > Petroleumsvirksomhet Forurensninger, klima og utslipp > Klimakvoter Skatte- og avgiftsrett > Petroleumsskatt",Kongen bestemmer,,,,,,lov/2023-12-20-96,https://lovdata.no/lov/2023-12-20-96
lov,nl-20240112-001.xml,NL/lov/2024-01-12-1,LOV-2024-01-12-1,Lov om suppleringsskatt på underbeskattet inntekt i konsern (suppleringsskatteloven),Suppleringsskatteloven,Finansdepartementet,,Skatte- og avgiftsrett,2024-01-12 med virkning fra og med inntektsåret 2024,2025-12-22,lov/2025-12-22-123,,,,lov/2024-01-12-1,https://lovdata.no/lov/2024-01-12-1
lov,nl-20240112-002.xml,NL/lov/2024-01-12-2,LOV-2024-01-12-2,Lov om endringer i skatteloven,Endringslov til skatteloven,Finansdepartementet,,Skatte- og avgiftsrett > Inntekts- og formueskatt,"2024-01-12 med virkning fra og med inntektsåret 2024, Kongen bestemmer",,,,,,lov/2024-01-12-2,https://lovdata.no/lov/2024-01-12-2
